AZ,108,135
AZ,109,135
AZ,110,135
AZ,111,135
AZ,112,135
AZ,113,136
AZ,114,136
AZ,115,137
AZ,116,137
AZ,117,138
AZ,118,139
AZ,119,139
AZ,120,140
AZ,121,140
AZ,122,141
AZ,123,141
AZ,124,142
AZ,125,142
AZ,126,142
AZ,127,143
AZ,128,143
AZ,129,143
AZ,130,144
AZ,131,144
AZ,132,145
AZ,133,145
AZ,134,146
AZ,135,146
AZ,136,146
AZ,137,147
AZ,138,147
AZ,139,148
AZ,140,148
AZ,141,148
AZ,142,149
AZ,143,149
AZ,144,150
AZ,145,150
AZ,146,150
AZ,147,151
AZ,148,151
AZ,149,151
AZ,150,152
AZ,151,152
AZ,152,153
AZ,153,153
AZ,154,153
AZ,155,154
AZ,156,154
AZ,157,154
AZ,158,155
AZ,159,155
AZ,160,156
AZ,161,156
AZ,162,156
AZ,163,157
AZ,164,157
AZ,165,158
AZ,166,158
AZ,167,158
AZ,168,159
AZ,169,159
AZ,170,160
AZ,171,160
AZ,172,161
AZ,173,161
AZ,174,161
AZ,175,162
AZ,176,162
AZ,177,163
AZ,178,163
AZ,179,163
AZ,180,164
AZ,181,164
AZ,182,164
AZ,183,165
AZ,184,165
AZ,185,166
AZ,186,166
AZ,187,166
AZ,188,167
AZ,189,167
AZ,190,168
AZ,191,168
AZ,192,168
AZ,193,169
AZ,194,169
AZ,195,170
AZ,196,171
AZ,197,171
AZ,198,172
AZ,199,172
AZ,200,173
AZ,201,174
AZ,202,174
AZ,203,175
AZ,204,175
AZ,205,176
AZ,206,177
AZ,207,178
AZ,208,178
AZ,209,179
AZ,210,179
AZ,211,180
AZ,212,180
AZ,213,181
AZ,214,182
AZ,215,182
AZ,216,183
AZ,217,183
AZ,218,184
AZ,219,185
AZ,220,186
AZ,221,186
AZ,222,187
AZ,223,188
AZ,224,189
AZ,225,190
AZ,226,191
AZ,227,192
AZ,228,193
AZ,229,194
AZ,230,195
AZ,231,195
AZ,232,196
AZ,233,198
AZ,234,199
AZ,235,200
AZ,236,202
AZ,237,203
AZ,238,204
AZ,239,206
AZ,240,207
AZ,241,208
AZ,242,208
AZ,243,209
AZ,244,210
AZ,245,210
AZ,246,211
AZ,247,212
AZ,248,212
AZ,249,213
AZ,250,214
AZ,251,215
AZ,252,216
AZ,253,217
AZ,254,217
AZ,255,218
AZ,256,219
AZ,257,220
AZ,258,221
AZ,259,222
AZ,260,223
AZ,261,224
AZ,262,225
AZ,263,225
AZ,264,226
AZ,265,227
AZ,266,227
EL,58,63
EL,59,64
EL,60,65
EL,61,62
EL,62,61
EL,63,62
EL,64,62
EL,65,63
EL,66,64
EL,67,65
EL,68,66
EL,69,67
EL,70,67
EL,71,69
EL,72,69
EL,73,70
EL,74,71
EL,75,71
